"dt","k","v"
2015-10-18,"lg.revenue",5705891
2015-10-19,"lg.revenue",6783214
2015-10-20,"lg.revenue",7731185
2015-10-21,"lg.revenue",7403038
2015-10-22,"lg.revenue",6982631
2015-10-23,"lg.revenue",6368391
2015-10-24,"lg.revenue",5620520
2015-10-25,"lg.revenue",5757116
2015-10-26,"lg.revenue",7984588
2015-10-27,"lg.revenue",7585597
2015-10-28,"lg.revenue",6749808
2015-10-29,"lg.revenue",6805047
2015-10-30,"lg.revenue",6624411
2015-10-31,"lg.revenue",5514111
2015-11-01,"lg.revenue",6291836
2015-11-02,"lg.revenue",7029017
2015-11-03,"lg.revenue",7043600
2015-11-04,"lg.revenue",7674583
2015-11-05,"lg.revenue",7729338
2015-11-06,"lg.revenue",8189415
2015-11-07,"lg.revenue",6529462
2015-11-08,"lg.revenue",7290801
2015-11-09,"lg.revenue",9144116
2015-11-10,"lg.revenue",12787067
2015-11-11,"lg.revenue",13008060
2015-11-12,"lg.revenue",12529774
2015-11-13,"lg.revenue",8870598
2015-11-14,"lg.revenue",7414748
2015-11-15,"lg.revenue",8449687
2015-11-16,"lg.revenue",9834894
2015-11-17,"lg.revenue",9630204
2015-11-18,"lg.revenue",9416256
2015-11-19,"lg.revenue",14092518
2015-11-20,"lg.revenue",13115162
2015-11-21,"lg.revenue",11791948
2013-03-31,"sm.visits",1042087
2013-04-01,"sm.visits",727744
2013-04-02,"sm.visits",649842
2013-04-03,"sm.visits",618400
2013-04-04,"sm.visits",644915
2013-04-05,"sm.visits",697160
2013-04-06,"sm.visits",748533
2013-04-07,"sm.visits",840374
2013-04-08,"sm.visits",619243
2013-04-09,"sm.visits",587690
2013-04-10,"sm.visits",599804
2013-04-11,"sm.visits",601774
2013-04-12,"sm.visits",630813
2013-04-13,"sm.visits",706163
2013-04-14,"sm.visits",911248
2013-04-15,"sm.visits",610466
2013-04-16,"sm.visits",601650
2013-04-17,"sm.visits",577043
2013-04-18,"sm.visits",569366
2013-04-19,"sm.visits",583974
2013-04-20,"sm.visits",631826
2013-04-21,"sm.visits",770339
2013-04-22,"sm.visits",570727
2013-04-23,"sm.visits",588156
2013-04-24,"sm.visits",687920
2013-04-25,"sm.visits",539975
2013-04-26,"sm.visits",662646
2013-04-27,"sm.visits",661427
2013-04-28,"sm.visits",809593
2013-04-29,"sm.visits",550266
2013-04-30,"sm.visits",520497
2013-05-01,"sm.visits",554984
2013-05-02,"sm.visits",536281
2013-05-03,"sm.visits",675802
2013-05-04,"sm.visits",618947
2013-05-05,"sm.visits",695214
2013-05-06,"sm.visits",539629
2013-05-07,"sm.visits",525700
2013-05-08,"sm.visits",514466
2013-05-09,"sm.visits",612773
2013-05-10,"sm.visits",545462
2013-05-11,"sm.visits",737219
2013-05-12,"sm.visits",735747
2013-05-13,"sm.visits",529587
2013-05-14,"sm.visits",498291
2013-05-15,"sm.visits",504356
2013-05-16,"sm.visits",489582
2013-05-17,"sm.visits",535832
2013-05-18,"sm.visits",613741
2013-05-19,"sm.visits",780883
2013-05-20,"sm.visits",567554
2013-05-21,"sm.visits",633587
2013-05-22,"sm.visits",645857
2013-05-23,"sm.visits",628701
2013-05-24,"sm.visits",768024
2013-05-25,"sm.visits",726665
2013-05-26,"sm.visits",823400
2013-05-27,"sm.visits",741930
2013-05-28,"sm.visits",590240
2013-05-29,"sm.visits",554632
2013-05-30,"sm.visits",553187
2013-05-31,"sm.visits",638170
2013-06-01,"sm.visits",713493
2013-06-02,"sm.visits",793708
2013-06-03,"sm.visits",603092
2013-06-04,"sm.visits",752268
2013-06-05,"sm.visits",739844
2013-06-06,"sm.visits",728152
2013-06-07,"sm.visits",775073
2013-06-08,"sm.visits",693978
2013-06-09,"sm.visits",822148
2013-06-10,"sm.visits",787898
2013-06-11,"sm.visits",831782
2013-06-12,"sm.visits",897941
2013-06-13,"sm.visits",808172
2013-06-14,"sm.visits",805316
2013-06-15,"sm.visits",755253
2013-06-16,"sm.visits",845135
2013-06-17,"sm.visits",641934
2013-06-18,"sm.visits",646874
2013-06-19,"sm.visits",621751
2013-06-20,"sm.visits",653885
2013-06-21,"sm.visits",680886
2013-06-22,"sm.visits",724906
2013-06-23,"sm.visits",882941
2013-06-24,"sm.visits",704246
2013-06-25,"sm.visits",684963
2013-06-26,"sm.visits",656579
2013-06-27,"sm.visits",637174
2013-06-28,"sm.visits",730611
2013-06-29,"sm.visits",746788
2013-06-30,"sm.visits",916744
2013-07-01,"sm.visits",726479
2013-07-02,"sm.visits",693070
2013-07-03,"sm.visits",781279
2013-07-04,"sm.visits",693247
2013-07-05,"sm.visits",831882
2013-07-06,"sm.visits",754947
2013-07-07,"sm.visits",849257
2013-07-08,"sm.visits",672647
2013-07-09,"sm.visits",651883
2013-07-10,"sm.visits",606890
2013-07-11,"sm.visits",661379
2013-07-12,"sm.visits",741708
2013-07-13,"sm.visits",698671
2013-07-14,"sm.visits",820914
2013-07-15,"sm.visits",667517
2013-07-16,"sm.visits",677069
2013-07-17,"sm.visits",649614
2013-07-18,"sm.visits",614099
2013-07-19,"sm.visits",637513
2013-07-20,"sm.visits",768521
2013-07-21,"sm.visits",794623
2013-07-22,"sm.visits",655008
2013-07-23,"sm.visits",688681
2013-07-24,"sm.visits",676941
2013-07-25,"sm.visits",1044074
2013-07-26,"sm.visits",1074517
2013-07-27,"sm.visits",974567
2013-07-28,"sm.visits",869465
2013-07-29,"sm.visits",678092
2013-07-30,"sm.visits",687257
2013-07-31,"sm.visits",723111
2013-08-01,"sm.visits",691416
2013-08-02,"sm.visits",783013
2013-08-03,"sm.visits",851341
2013-08-04,"sm.visits",863459
2013-08-05,"sm.visits",667593
2013-08-06,"sm.visits",637324
2013-08-07,"sm.visits",616480
2013-08-08,"sm.visits",604562
2013-08-09,"sm.visits",650569
2013-08-10,"sm.visits",699976
2013-08-11,"sm.visits",795946
2013-08-12,"sm.visits",642319
2013-08-13,"sm.visits",625353
2013-08-14,"sm.visits",606885
2013-08-15,"sm.visits",636861
2013-08-16,"sm.visits",753143
2013-08-17,"sm.visits",725708
2013-08-18,"sm.visits",850568
2013-08-19,"sm.visits",657429
2013-08-20,"sm.visits",660652
2013-08-21,"sm.visits",654222
2013-08-22,"sm.visits",659167
2013-08-23,"sm.visits",710587
2013-08-24,"sm.visits",718616
2013-08-25,"sm.visits",893948
2013-08-26,"sm.visits",703912
2013-08-27,"sm.visits",694517
2013-08-28,"sm.visits",726342
2013-08-29,"sm.visits",633277
2013-08-30,"sm.visits",838813
2013-08-31,"sm.visits",811549
2013-09-01,"sm.visits",966134
2013-09-02,"sm.visits",927124
2013-09-03,"sm.visits",640570
2013-09-04,"sm.visits",629349
2013-09-05,"sm.visits",624393
2013-09-06,"sm.visits",702649
2013-09-07,"sm.visits",740291
2013-09-08,"sm.visits",874473
2013-09-09,"sm.visits",628817
2013-09-10,"sm.visits",626102
2013-09-11,"sm.visits",642005
2013-09-12,"sm.visits",602110
2013-09-13,"sm.visits",1020755
2013-09-14,"sm.visits",757996
2013-09-15,"sm.visits",866164
2013-09-16,"sm.visits",739914
2013-09-17,"sm.visits",715501
2013-09-18,"sm.visits",628951
2013-09-19,"sm.visits",659234
2013-09-20,"sm.visits",1015014
2013-09-21,"sm.visits",840657
2013-09-22,"sm.visits",917556
2013-09-23,"sm.visits",674460
2013-09-24,"sm.visits",678092
2013-09-25,"sm.visits",674156
2013-09-26,"sm.visits",767656
2013-09-27,"sm.visits",753374
2013-09-28,"sm.visits",858882
2013-09-29,"sm.visits",816564
2013-09-30,"sm.visits",624949
2013-10-01,"sm.visits",605583
2013-10-02,"sm.visits",598959
2013-10-03,"sm.visits",617255
2013-10-04,"sm.visits",703762
2013-10-05,"sm.visits",745133
2013-10-06,"sm.visits",895803
2013-10-07,"sm.visits",682684
2013-10-08,"sm.visits",636737
2013-10-09,"sm.visits",654819
2013-10-10,"sm.visits",642106
2013-10-11,"sm.visits",799640
2013-10-12,"sm.visits",791789
2013-10-13,"sm.visits",974826
2013-10-14,"sm.visits",845579
2013-10-15,"sm.visits",702922
2013-10-16,"sm.visits",729168
2013-10-17,"sm.visits",873866
2013-10-18,"sm.visits",828001
2013-10-19,"sm.visits",823534
2013-10-20,"sm.visits",967844
2013-10-21,"sm.visits",684233
2013-10-22,"sm.visits",826649
2013-10-23,"sm.visits",782653
2013-10-24,"sm.visits",910457
2013-10-25,"sm.visits",1006060
2013-10-26,"sm.visits",999023
2013-10-27,"sm.visits",926269
2013-10-28,"sm.visits",708431
2013-10-29,"sm.visits",642938
2013-10-30,"sm.visits",805838
2013-10-31,"sm.visits",582153
2013-11-01,"sm.visits",1235892
2013-11-02,"sm.visits",1171204
2013-11-03,"sm.visits",1140804
2013-11-04,"sm.visits",816019
2013-11-05,"sm.visits",998410
2013-11-06,"sm.visits",819909
2013-11-07,"sm.visits",793625
2013-11-08,"sm.visits",932101
2013-11-09,"sm.visits",989148
2013-11-10,"sm.visits",1187466
2013-11-11,"sm.visits",1078566
2013-11-12,"sm.visits",2073208
2013-11-13,"sm.visits",1468354
2013-11-14,"sm.visits",1469585
2013-11-15,"sm.visits",1382776
2013-11-16,"sm.visits",1600031
2013-11-17,"sm.visits",1601693
2013-11-18,"sm.visits",1319705
2013-11-19,"sm.visits",1349085
2013-11-20,"sm.visits",1169385
2013-11-21,"sm.visits",1341980
2013-11-22,"sm.visits",2093921
2013-11-23,"sm.visits",1910760
2013-11-24,"sm.visits",2711201
2013-11-25,"sm.visits",2347857
2013-11-26,"sm.visits",2728355
2013-11-27,"sm.visits",3351549
2013-11-28,"sm.visits",6982115
2013-11-29,"sm.visits",6386390
2013-11-30,"sm.visits",3919270
2013-12-01,"sm.visits",3163921
2013-12-02,"sm.visits",4209343
2013-12-03,"sm.visits",2044055
2013-12-04,"sm.visits",1593544
2013-12-05,"sm.visits",1513818
2013-12-06,"sm.visits",1667212
2013-12-07,"sm.visits",1865801
2013-12-08,"sm.visits",2030947
2013-12-09,"sm.visits",1802832
2013-12-10,"sm.visits",1700507
2013-12-11,"sm.visits",1436422
2013-12-12,"sm.visits",1571175
2013-12-13,"sm.visits",1516299
2013-12-14,"sm.visits",1990522
2013-12-15,"sm.visits",2051486
2013-12-16,"sm.visits",2004070
2013-12-17,"sm.visits",1665921
2013-12-18,"sm.visits",1636797
2013-12-19,"sm.visits",1692219
2013-12-20,"sm.visits",1727904
2013-12-21,"sm.visits",2034069
2013-12-22,"sm.visits",2210454
2013-12-23,"sm.visits",1951156
2013-12-24,"sm.visits",1645611
2013-12-25,"sm.visits",1901214
2013-12-26,"sm.visits",2258115
2013-12-27,"sm.visits",1726591
2013-12-28,"sm.visits",1713355
2013-12-29,"sm.visits",1704998
2013-12-30,"sm.visits",1249034
2013-12-31,"sm.visits",1035629
2014-01-01,"sm.visits",1291233
2014-01-02,"sm.visits",1320906
2014-01-03,"sm.visits",1289784
2014-01-04,"sm.visits",1376127
2014-01-05,"sm.visits",1224245
2014-01-06,"sm.visits",860851
2014-01-07,"sm.visits",844563
2014-01-08,"sm.visits",805688
2014-01-09,"sm.visits",774336
2014-01-10,"sm.visits",993635
2014-01-11,"sm.visits",1026923
2014-01-12,"sm.visits",1104415
2014-01-13,"sm.visits",784063
2014-01-14,"sm.visits",724491
2014-01-15,"sm.visits",782708
2014-01-16,"sm.visits",733385
2014-01-17,"sm.visits",942880
2014-01-18,"sm.visits",954404
2014-01-19,"sm.visits",1177942
2014-01-20,"sm.visits",893337
2014-01-21,"sm.visits",737661
2014-01-22,"sm.visits",892032
2014-01-23,"sm.visits",1052636
2014-01-24,"sm.visits",1183640
2014-01-25,"sm.visits",1076172
2014-01-26,"sm.visits",1154306
2014-01-27,"sm.visits",798644
2014-01-28,"sm.visits",893368
2014-01-29,"sm.visits",739231
2014-01-30,"sm.visits",737875
2014-01-31,"sm.visits",1022271
2014-02-01,"sm.visits",1269067
2014-02-02,"sm.visits",1083437
2014-02-03,"sm.visits",785264
2014-02-04,"sm.visits",769498
2014-02-05,"sm.visits",818092
2014-02-06,"sm.visits",747741
2014-02-07,"sm.visits",929038
2014-02-08,"sm.visits",1010169
2014-02-09,"sm.visits",1210704
2014-02-10,"sm.visits",933603
2014-02-11,"sm.visits",909820
2014-02-12,"sm.visits",876603
2014-02-13,"sm.visits",872197
2014-02-14,"sm.visits",899337
2014-02-15,"sm.visits",1339192
2014-02-16,"sm.visits",1268654
2014-02-17,"sm.visits",967833
2014-02-18,"sm.visits",818261
2014-02-19,"sm.visits",845566
2014-02-20,"sm.visits",865390
2014-02-21,"sm.visits",985499
2014-02-22,"sm.visits",989721
2014-02-23,"sm.visits",1131855
2014-02-24,"sm.visits",1057358
2014-02-25,"sm.visits",996261
2014-02-26,"sm.visits",880286
2014-02-27,"sm.visits",780434
2014-02-28,"sm.visits",939862
2014-03-01,"sm.visits",1023414
2014-03-02,"sm.visits",1116159
2014-03-03,"sm.visits",826816
2014-03-04,"sm.visits",861245
2014-03-05,"sm.visits",783085
2014-03-06,"sm.visits",978895
2014-03-07,"sm.visits",899287
2014-03-08,"sm.visits",954711
2014-03-09,"sm.visits",1034712
2014-03-10,"sm.visits",820330
2014-03-11,"sm.visits",740924
2014-03-12,"sm.visits",775107
2014-03-13,"sm.visits",710224
2014-03-14,"sm.visits",817728
2014-03-15,"sm.visits",1004617
2014-03-16,"sm.visits",997852
2014-03-17,"sm.visits",739316
2014-03-18,"sm.visits",745608
2014-03-19,"sm.visits",762963
2014-03-20,"sm.visits",691367
2014-03-21,"sm.visits",833575
2014-03-22,"sm.visits",980206
2014-03-23,"sm.visits",1015192
2014-03-24,"sm.visits",747204
2014-03-25,"sm.visits",772289
2014-03-26,"sm.visits",789204
2014-03-27,"sm.visits",701447
2014-03-28,"sm.visits",1018904
2014-03-29,"sm.visits",933603
2014-03-30,"sm.visits",966054
2014-03-31,"sm.visits",713944
2014-04-01,"sm.visits",690941
2014-04-02,"sm.visits",721982
2014-04-03,"sm.visits",702443
2014-04-04,"sm.visits",854676
2014-04-05,"sm.visits",840293
2014-04-06,"sm.visits",1114075
2014-04-07,"sm.visits",781823
2014-04-08,"sm.visits",823623
2014-04-09,"sm.visits",627804
2014-04-10,"sm.visits",709081
2014-04-11,"sm.visits",829765
2014-04-12,"sm.visits",816721
2014-04-13,"sm.visits",928782
2014-04-14,"sm.visits",699030
2014-04-15,"sm.visits",676799
2014-04-16,"sm.visits",679544
2014-04-17,"sm.visits",650011
2014-04-18,"sm.visits",880342
2014-04-19,"sm.visits",785204
2014-04-20,"sm.visits",1025606
2014-04-21,"sm.visits",749595
2014-04-22,"sm.visits",707655
2014-04-23,"sm.visits",728586
2014-04-24,"sm.visits",740341
2014-04-25,"sm.visits",758356
2014-04-26,"sm.visits",788410
2014-04-27,"sm.visits",932774
2014-04-28,"sm.visits",706842
2014-04-29,"sm.visits",756134
2014-04-30,"sm.visits",798350
2014-05-01,"sm.visits",943786
2014-05-02,"sm.visits",888457
2014-05-03,"sm.visits",872993
2014-05-04,"sm.visits",982503
2014-05-05,"sm.visits",744046
2014-05-06,"sm.visits",740843
2014-05-07,"sm.visits",888123
2014-05-08,"sm.visits",828043
2014-05-09,"sm.visits",886065
2014-05-10,"sm.visits",922706
2014-05-11,"sm.visits",968113
2014-05-12,"sm.visits",678074
2014-05-13,"sm.visits",623193
2014-05-14,"sm.visits",609082
2014-05-15,"sm.visits",687180
2014-05-16,"sm.visits",727926
2014-05-17,"sm.visits",748378
2014-05-18,"sm.visits",955521
2014-05-19,"sm.visits",691864
2014-05-20,"sm.visits",728838
2014-05-21,"sm.visits",700935
2014-05-22,"sm.visits",674025
2014-05-23,"sm.visits",916712
2014-05-24,"sm.visits",948769
2014-05-25,"sm.visits",975137
2014-05-26,"sm.visits",899623
2014-05-27,"sm.visits",803269
2014-05-28,"sm.visits",708473
2014-05-29,"sm.visits",725446
2014-05-30,"sm.visits",809184
2014-05-31,"sm.visits",824183
2014-06-01,"sm.visits",1030868
2014-06-02,"sm.visits",819951
2014-06-03,"sm.visits",794260
2014-06-04,"sm.visits",791488
2014-06-05,"sm.visits",953070
2014-06-06,"sm.visits",973439
2014-06-07,"sm.visits",998718
2014-06-08,"sm.visits",1100630
2014-06-09,"sm.visits",930372
2014-06-10,"sm.visits",893383
2014-06-11,"sm.visits",1078069
2014-06-12,"sm.visits",905295
2014-06-13,"sm.visits",998121
2014-06-14,"sm.visits",1014406
2014-06-15,"sm.visits",1070696
2014-06-16,"sm.visits",835785
2014-06-17,"sm.visits",888879
2014-06-18,"sm.visits",779063
2014-06-19,"sm.visits",995052
2014-06-20,"sm.visits",867353
2014-06-21,"sm.visits",892925
2014-06-22,"sm.visits",1031870
2014-06-23,"sm.visits",936992
2014-06-24,"sm.visits",1014302
2014-06-25,"sm.visits",865779
2014-06-26,"sm.visits",848102
2014-06-27,"sm.visits",944453
2014-06-28,"sm.visits",963789
2014-06-29,"sm.visits",1149774
2014-06-30,"sm.visits",861917
2014-07-01,"sm.visits",1009225
2014-07-02,"sm.visits",1072651
2014-07-03,"sm.visits",942409
2014-07-04,"sm.visits",1009267
2014-07-05,"sm.visits",1090994
2014-07-06,"sm.visits",1058646
2014-07-07,"sm.visits",922084
2014-07-08,"sm.visits",1039685
2014-07-09,"sm.visits",827548
2014-07-10,"sm.visits",796563
2014-07-11,"sm.visits",879801
2014-07-12,"sm.visits",957919
2014-07-13,"sm.visits",946290
2014-07-14,"sm.visits",790025
2014-07-15,"sm.visits",821650
2014-07-16,"sm.visits",855952
2014-07-17,"sm.visits",785494
2014-07-18,"sm.visits",838884
2014-07-19,"sm.visits",915223
2014-07-20,"sm.visits",1087539
2014-07-21,"sm.visits",890834
2014-07-22,"sm.visits",909085
2014-07-23,"sm.visits",909646
2014-07-24,"sm.visits",1026136
2014-07-25,"sm.visits",1223280
2014-07-26,"sm.visits",1106561
2014-07-27,"sm.visits",1118946
2014-07-28,"sm.visits",1202345
2014-07-29,"sm.visits",913824
2014-07-30,"sm.visits",850049
2014-07-31,"sm.visits",859242
2014-08-01,"sm.visits",1110458
2014-08-02,"sm.visits",1061370
2014-08-03,"sm.visits",1171168
2014-08-04,"sm.visits",943750
2014-08-05,"sm.visits",1048347
2014-08-06,"sm.visits",973705
2014-08-07,"sm.visits",941163
2014-08-08,"sm.visits",983866
2014-08-09,"sm.visits",989248
2014-08-10,"sm.visits",1156456
2014-08-11,"sm.visits",1014385
2014-08-12,"sm.visits",1010251
2014-08-13,"sm.visits",1032038
2014-08-14,"sm.visits",976160
2014-08-15,"sm.visits",1037507
2014-08-16,"sm.visits",1077823
2014-08-17,"sm.visits",1224999
2014-08-18,"sm.visits",1048107
2014-08-19,"sm.visits",1040649
2014-08-20,"sm.visits",962820
2014-08-21,"sm.visits",953147
2014-08-22,"sm.visits",994531
2014-08-23,"sm.visits",1070050
2014-08-24,"sm.visits",1248672
2014-08-25,"sm.visits",1130278
2014-08-26,"sm.visits",1139699
2014-08-27,"sm.visits",1011414
2014-08-28,"sm.visits",994153
2014-08-29,"sm.visits",1202621
2014-08-30,"sm.visits",1272896
2014-08-31,"sm.visits",1451942
2014-09-01,"sm.visits",1371254
2014-09-02,"sm.visits",959554
2014-09-03,"sm.visits",904745
2014-09-04,"sm.visits",885673
2014-09-05,"sm.visits",1046577
2014-09-06,"sm.visits",1244442
2014-09-07,"sm.visits",1137602
2014-09-08,"sm.visits",950458
2014-09-09,"sm.visits",1029182
2014-09-10,"sm.visits",895326
2014-09-11,"sm.visits",1198265
2014-09-12,"sm.visits",1264118
2014-09-13,"sm.visits",1219243
2014-09-14,"sm.visits",1203233
2014-09-15,"sm.visits",997762
2014-09-16,"sm.visits",1050948
2014-09-17,"sm.visits",968125
2014-09-18,"sm.visits",1002588
2014-09-19,"sm.visits",1295663
2014-09-20,"sm.visits",1162082
2014-09-21,"sm.visits",1198895
2014-09-22,"sm.visits",1013688
2014-09-23,"sm.visits",952352
2014-09-24,"sm.visits",932026
2014-09-25,"sm.visits",930468
2014-09-26,"sm.visits",1064778
2014-09-27,"sm.visits",1052765
2014-09-28,"sm.visits",1178558
2014-09-29,"sm.visits",1083410
2014-09-30,"sm.visits",1051709
2014-10-01,"sm.visits",969820
2014-10-02,"sm.visits",929857
2014-10-03,"sm.visits",1015971
2014-10-04,"sm.visits",1019039
2014-10-05,"sm.visits",1153567
2014-10-06,"sm.visits",920425
2014-10-07,"sm.visits",950610
2014-10-08,"sm.visits",925003
2014-10-09,"sm.visits",1099568
2014-10-10,"sm.visits",1014443
2014-10-11,"sm.visits",1061701
2014-10-12,"sm.visits",1113372
2014-10-13,"sm.visits",1079354
2014-10-14,"sm.visits",970872
2014-10-15,"sm.visits",915749
2014-10-16,"sm.visits",885508
2014-10-17,"sm.visits",1341420
2014-10-18,"sm.visits",1101742
2014-10-19,"sm.visits",1254375
2014-10-20,"sm.visits",1015036
2014-10-21,"sm.visits",1068418
2014-10-22,"sm.visits",948754
2014-10-23,"sm.visits",950697
2014-10-24,"sm.visits",1106950
2014-10-25,"sm.visits",1290453
2014-10-26,"sm.visits",1270296
2014-10-27,"sm.visits",1131083
2014-10-28,"sm.visits",1043272
2014-10-29,"sm.visits",1087537
2014-10-30,"sm.visits",923964
2014-10-31,"sm.visits",830710
2014-11-01,"sm.visits",1194891
2014-11-02,"sm.visits",1500406
2014-11-03,"sm.visits",1168165
2014-11-04,"sm.visits",1130022
2014-11-05,"sm.visits",1176361
2014-11-06,"sm.visits",1193604
2014-11-07,"sm.visits",1265218
2014-11-08,"sm.visits",1527760
2014-11-09,"sm.visits",1500535
2014-11-10,"sm.visits",1127462
2014-11-11,"sm.visits",2392991
2014-11-12,"sm.visits",2113184
2014-11-13,"sm.visits",1653155
2014-11-14,"sm.visits",1724796
2014-11-15,"sm.visits",1960963
2014-11-16,"sm.visits",2238071
2014-11-17,"sm.visits",1674195
2014-11-18,"sm.visits",1792285
2014-11-19,"sm.visits",1646102
2014-11-20,"sm.visits",2319401
2014-11-21,"sm.visits",2064217
2014-11-22,"sm.visits",2712369
2014-11-23,"sm.visits",2996750
2014-11-24,"sm.visits",3406392
2014-11-25,"sm.visits",3121975
2014-11-26,"sm.visits",3559627
2014-11-27,"sm.visits",8226620
2014-11-28,"sm.visits",8652817
2014-11-29,"sm.visits",4306865
2014-11-30,"sm.visits",4338113
2014-12-01,"sm.visits",6070644
2014-12-02,"sm.visits",2644924
2014-12-03,"sm.visits",2119793
2014-12-04,"sm.visits",1952344
2014-12-05,"sm.visits",1832194
2014-12-06,"sm.visits",2632334
2014-12-07,"sm.visits",2131311
2014-12-08,"sm.visits",1925778
2014-12-09,"sm.visits",1958618
2014-12-10,"sm.visits",1664241
2014-12-11,"sm.visits",1619053
2014-12-12,"sm.visits",1836893
2014-12-13,"sm.visits",2090374
2014-12-14,"sm.visits",2204001
2014-12-15,"sm.visits",1858716
2014-12-16,"sm.visits",1792973
2014-12-17,"sm.visits",1786830
2014-12-18,"sm.visits",1878936
2014-12-19,"sm.visits",2231921
2014-12-20,"sm.visits",2680927
2014-12-21,"sm.visits",2579780
2014-12-22,"sm.visits",2678556
2014-12-23,"sm.visits",2879436
2014-12-24,"sm.visits",2392597
2014-12-25,"sm.visits",2341275
2014-12-26,"sm.visits",3388289
2014-12-27,"sm.visits",2578405
2014-12-28,"sm.visits",2238129
2014-12-29,"sm.visits",1786079
2014-12-30,"sm.visits",1788474
2014-12-31,"sm.visits",1469055
2015-01-01,"sm.visits",1722659
2015-01-02,"sm.visits",1885598
2015-01-03,"sm.visits",2269708
2015-01-04,"sm.visits",1748644
2015-01-05,"sm.visits",1240526
2015-01-06,"sm.visits",1204354
2015-01-07,"sm.visits",1197417
2015-01-08,"sm.visits",1228408
2015-01-09,"sm.visits",1319897
2015-01-10,"sm.visits",1584098
2015-01-11,"sm.visits",1585299
2015-01-12,"sm.visits",1149363
2015-01-13,"sm.visits",1153973
2015-01-14,"sm.visits",1225411
2015-01-15,"sm.visits",1549534
2015-01-16,"sm.visits",1461768
2015-01-17,"sm.visits",1629830
2015-01-18,"sm.visits",1571326
2015-01-19,"sm.visits",1443515
2015-01-20,"sm.visits",1229712
2015-01-21,"sm.visits",1297788
2015-01-22,"sm.visits",1433279
2015-01-23,"sm.visits",1586302
2015-01-24,"sm.visits",1807379
2015-01-25,"sm.visits",1727316
2015-01-26,"sm.visits",1296419
2015-01-27,"sm.visits",1220212
2015-01-28,"sm.visits",1217994
2015-01-29,"sm.visits",1331975
2015-01-30,"sm.visits",1488505
2015-01-31,"sm.visits",1739942
2015-02-01,"sm.visits",1667898
2015-02-02,"sm.visits",1353661
2015-02-03,"sm.visits",1384569
2015-02-04,"sm.visits",1452518
2015-02-05,"sm.visits",1251523
2015-02-06,"sm.visits",1369731
2015-02-07,"sm.visits",1521600
2015-02-08,"sm.visits",1569669
2015-02-09,"sm.visits",1234696
2015-02-10,"sm.visits",1295394
2015-02-11,"sm.visits",1278904
2015-02-12,"sm.visits",1418335
2015-02-13,"sm.visits",1572632
2015-02-14,"sm.visits",1604093
2015-02-15,"sm.visits",1722412
2015-02-16,"sm.visits",1513003
2015-02-17,"sm.visits",1217012
2015-02-18,"sm.visits",1227185
2015-02-19,"sm.visits",1217739
2015-02-20,"sm.visits",1346097
2015-02-21,"sm.visits",1377332
2015-02-22,"sm.visits",1450450
2015-02-23,"sm.visits",1142592
2015-02-24,"sm.visits",1175096
2015-02-25,"sm.visits",1138920
2015-02-26,"sm.visits",1198641
2015-02-27,"sm.visits",1265056
2015-02-28,"sm.visits",1374134
2015-03-01,"sm.visits",1629338
2015-03-02,"sm.visits",1175830
2015-03-03,"sm.visits",1046858
2015-03-04,"sm.visits",1052786
2015-03-05,"sm.visits",1092707
2015-03-06,"sm.visits",1173280
2015-03-07,"sm.visits",1254778
2015-03-08,"sm.visits",1367597
2015-03-09,"sm.visits",1068926
2015-03-10,"sm.visits",1157815
2015-03-11,"sm.visits",1036033
2015-03-12,"sm.visits",956551
2015-03-13,"sm.visits",1184517
2015-03-14,"sm.visits",1224290
2015-03-15,"sm.visits",1306267
2015-03-16,"sm.visits",1035980
2015-03-17,"sm.visits",1294196
2015-03-18,"sm.visits",1210571
2015-03-19,"sm.visits",1049601
2015-03-20,"sm.visits",1146779
2015-03-21,"sm.visits",1244195
2015-03-22,"sm.visits",1313504
2015-03-23,"sm.visits",1087133
2015-03-24,"sm.visits",1103950
2015-03-25,"sm.visits",1116257
2015-03-26,"sm.visits",955069
2015-03-27,"sm.visits",1135864
2015-03-28,"sm.visits",1178359
2015-03-29,"sm.visits",1270567
2015-03-30,"sm.visits",1000171
2015-03-31,"sm.visits",1320505
2015-04-01,"sm.visits",1045728
2015-04-02,"sm.visits",1043551
2015-04-03,"sm.visits",1236614
2015-04-04,"sm.visits",1212714
2015-04-05,"sm.visits",1517559
2015-04-06,"sm.visits",1158528
2015-04-07,"sm.visits",1154626
2015-04-08,"sm.visits",1139995
2015-04-09,"sm.visits",927801
2015-04-10,"sm.visits",1121757
2015-04-11,"sm.visits",1122542
2015-04-12,"sm.visits",1248975
2015-04-13,"sm.visits",972833
2015-04-14,"sm.visits",957951
2015-04-15,"sm.visits",1145184
2015-04-16,"sm.visits",981044
2015-04-17,"sm.visits",1060229
2015-04-18,"sm.visits",1101462
2015-04-19,"sm.visits",1338065
2015-04-20,"sm.visits",960903
2015-04-21,"sm.visits",1157374
2015-04-22,"sm.visits",1147932
2015-04-23,"sm.visits",1149315
2015-04-24,"sm.visits",1195225
2015-04-25,"sm.visits",1312300
2015-04-26,"sm.visits",1393818
2015-04-27,"sm.visits",1165738
2015-04-28,"sm.visits",1298800
2015-04-29,"sm.visits",1139718
2015-04-30,"sm.visits",1015658
2015-05-01,"sm.visits",1028762
2015-05-02,"sm.visits",1138767
