"dt","k","v"
2015-05-15,"lg.visits",1718665
2015-05-16,"lg.visits",1526477
2015-05-17,"lg.visits",1778196
2015-05-18,"lg.visits",1795771
2015-05-19,"lg.visits",1926088
2015-05-20,"lg.visits",1884889
2015-05-21,"lg.visits",1826509
2015-05-22,"lg.visits",1955026
2015-05-23,"lg.visits",1597152
2015-05-24,"lg.visits",1807812
2015-05-25,"lg.visits",1971861
2015-05-26,"lg.visits",1847253
2015-05-27,"lg.visits",1842797
2015-05-28,"lg.visits",1703798
2015-05-29,"lg.visits",1753456
2015-05-30,"lg.visits",1591264
2015-05-31,"lg.visits",1876722
2015-06-01,"lg.visits",2018593
2015-06-02,"lg.visits",1873791
2015-06-03,"lg.visits",1784722
2015-06-04,"lg.visits",1792705
2015-06-05,"lg.visits",1797864
2015-06-06,"lg.visits",1570514
2015-06-07,"lg.visits",1798487
2015-06-08,"lg.visits",1983787
2015-06-09,"lg.visits",1912197
2015-06-10,"lg.visits",1938910
2015-06-11,"lg.visits",1748478
2015-06-12,"lg.visits",1799579
2015-06-13,"lg.visits",1572957
2015-06-14,"lg.visits",1869583
2015-06-15,"lg.visits",2014176
2015-06-16,"lg.visits",1983866
2015-06-17,"lg.visits",2030418
2015-06-18,"lg.visits",1888553
2015-06-19,"lg.visits",1893406
2015-06-20,"lg.visits",1671004
2015-06-21,"lg.visits",1861222
2015-06-22,"lg.visits",2043215
2015-06-23,"lg.visits",2073872
2015-06-24,"lg.visits",1882954
2015-06-25,"lg.visits",1808144
2015-06-26,"lg.visits",1798494
2015-06-27,"lg.visits",1636675
2015-06-28,"lg.visits",1856922
2015-06-29,"lg.visits",1895931
2015-06-30,"lg.visits",1927880
2015-07-01,"lg.visits",1963585
2015-07-02,"lg.visits",1832133
2015-07-03,"lg.visits",1860183
2015-07-04,"lg.visits",1537126
2015-07-05,"lg.visits",1874925
2015-07-06,"lg.visits",1984339
2015-07-07,"lg.visits",1906177
2015-07-08,"lg.visits",1933643
2015-07-09,"lg.visits",1685858
2015-07-10,"lg.visits",1776056
2015-07-11,"lg.visits",1556180
2015-07-12,"lg.visits",1793467
2015-07-13,"lg.visits",2020295
2015-07-14,"lg.visits",2402882
2015-07-15,"lg.visits",2640986
2015-07-16,"lg.visits",1980904
2015-07-17,"lg.visits",1865232
2015-07-18,"lg.visits",1633600
2015-07-19,"lg.visits",1873804
2015-07-20,"lg.visits",1990544
2015-07-21,"lg.visits",1960829
2015-07-22,"lg.visits",1813695
2015-07-23,"lg.visits",2200418
2015-07-24,"lg.visits",2294914
2015-07-25,"lg.visits",1795739
2015-07-26,"lg.visits",1936628
2015-07-27,"lg.visits",2449061
2015-07-28,"lg.visits",1931102
2015-07-29,"lg.visits",1948058
2015-07-30,"lg.visits",1817421
2015-07-31,"lg.visits",2037015
2015-08-01,"lg.visits",1693610
2015-08-02,"lg.visits",2143254
2015-08-03,"lg.visits",2242696
2015-08-04,"lg.visits",2155103
2015-08-05,"lg.visits",2050857
2015-08-06,"lg.visits",1959484
2015-08-07,"lg.visits",2065458
2015-08-08,"lg.visits",1877149
2015-08-09,"lg.visits",2353711
2015-08-10,"lg.visits",2358754
2015-08-11,"lg.visits",2141744
2015-08-12,"lg.visits",1962065
2015-08-13,"lg.visits",2162862
2015-08-14,"lg.visits",2076591
2015-08-15,"lg.visits",2026519
2015-08-16,"lg.visits",2202223
2015-08-17,"lg.visits",2171933
2015-08-18,"lg.visits",2089814
2015-08-19,"lg.visits",2116886
2015-08-20,"lg.visits",2048181
2015-08-21,"lg.visits",2089292
2015-08-22,"lg.visits",1795700
2015-08-23,"lg.visits",2186759
2015-08-24,"lg.visits",2109152
2015-08-25,"lg.visits",2173890
2015-08-26,"lg.visits",2053761
2015-08-27,"lg.visits",2048592
2015-08-28,"lg.visits",2096054
2015-08-29,"lg.visits",1888120
2015-08-30,"lg.visits",2212569
2015-08-31,"lg.visits",2118529
2015-09-01,"lg.visits",2119596
2015-09-02,"lg.visits",2037427
2015-09-03,"lg.visits",2241159
2015-09-04,"lg.visits",2341077
2015-09-05,"lg.visits",1991065
2015-09-06,"lg.visits",2206459
2015-09-07,"lg.visits",2218804
2015-09-08,"lg.visits",2113719
2015-09-09,"lg.visits",2003420
2015-09-10,"lg.visits",2124822
2015-09-11,"lg.visits",2086951
2015-09-12,"lg.visits",1910182
2015-09-13,"lg.visits",2112869
2015-09-14,"lg.visits",1957807
2015-09-15,"lg.visits",2003874
2015-09-16,"lg.visits",1935275
2015-09-17,"lg.visits",1850152
2015-09-18,"lg.visits",1837544
2015-09-19,"lg.visits",1677357
2015-09-20,"lg.visits",1963421
2015-09-21,"lg.visits",1960030
2015-09-22,"lg.visits",2104352
2015-09-23,"lg.visits",1875657
2015-09-24,"lg.visits",1808839
2015-09-25,"lg.visits",1919760
2015-09-26,"lg.visits",1652967
2015-09-27,"lg.visits",1823922
2015-09-28,"lg.visits",1857045
2015-09-29,"lg.visits",1854032
2015-09-30,"lg.visits",1974068
2015-10-01,"lg.visits",1846994
2015-10-02,"lg.visits",1820493
2015-10-03,"lg.visits",1688063
2015-10-04,"lg.visits",1927433
2015-10-05,"lg.visits",1974686
2015-10-06,"lg.visits",1883351
2015-10-07,"lg.visits",1928293
2015-10-08,"lg.visits",2054955
2015-10-09,"lg.visits",2031073
2015-10-10,"lg.visits",1655494
2015-10-11,"lg.visits",1834515
2015-10-12,"lg.visits",1950160
2015-10-13,"lg.visits",2180176
2015-10-14,"lg.visits",1804697
2015-10-15,"lg.visits",1804400
2015-10-16,"lg.visits",1838230
2015-10-17,"lg.visits",1650172
2015-10-18,"lg.visits",1986081
2015-10-19,"lg.visits",2097435
2015-10-20,"lg.visits",2230418
2015-10-21,"lg.visits",2194982
2015-10-22,"lg.visits",1936438
2015-10-23,"lg.visits",1834283
2015-10-24,"lg.visits",1750222
2015-10-25,"lg.visits",2008276
2015-10-26,"lg.visits",2104327
2015-10-27,"lg.visits",2281597
2015-10-28,"lg.visits",1952190
2015-10-29,"lg.visits",1949205
2015-10-30,"lg.visits",1827879
2015-10-31,"lg.visits",1653432
2015-11-01,"lg.visits",2273734
2015-11-02,"lg.visits",2204265
2015-11-03,"lg.visits",2286308
2015-11-04,"lg.visits",2334258
2015-11-05,"lg.visits",2275504
2015-11-06,"lg.visits",2344782
2015-11-07,"lg.visits",2122054
2015-11-08,"lg.visits",2274688
2015-11-09,"lg.visits",2570430
2015-11-10,"lg.visits",3368720
2015-11-11,"lg.visits",3141698
2015-11-12,"lg.visits",3156426
2015-11-13,"lg.visits",2884720
2015-11-14,"lg.visits",2469494
2015-11-15,"lg.visits",2734888
2015-11-16,"lg.visits",3047719
2015-11-17,"lg.visits",2812142
2015-11-18,"lg.visits",2908488
2015-11-19,"lg.visits",3363949
2015-11-20,"lg.visits",3255219
2015-11-21,"lg.visits",3156406
2013-03-31,"lg.orders",46139
2013-04-01,"lg.orders",44872
2013-04-02,"lg.orders",21981
2013-04-03,"lg.orders",22339
2013-04-04,"lg.orders",24800
2013-04-05,"lg.orders",20437
2013-04-06,"lg.orders",20113
2013-04-07,"lg.orders",21593
2013-04-08,"lg.orders",20493
2013-04-09,"lg.orders",22107
2013-04-10,"lg.orders",19886
2013-04-11,"lg.orders",19214
2013-04-12,"lg.orders",20375
2013-04-13,"lg.orders",18583
2013-04-14,"lg.orders",20292
2013-04-15,"lg.orders",21350
2013-04-16,"lg.orders",21172
2013-04-17,"lg.orders",19637
2013-04-18,"lg.orders",19249
2013-04-19,"lg.orders",17404
2013-04-20,"lg.orders",17690
2013-04-21,"lg.orders",19244
2013-04-22,"lg.orders",20920
2013-04-23,"lg.orders",19829
2013-04-24,"lg.orders",18769
2013-04-25,"lg.orders",20067
2013-04-26,"lg.orders",22865
2013-04-27,"lg.orders",18750
2013-04-28,"lg.orders",18098
2013-04-29,"lg.orders",21014
2013-04-30,"lg.orders",23299
2013-05-01,"lg.orders",20322
2013-05-02,"lg.orders",27024
2013-05-03,"lg.orders",22444
2013-05-04,"lg.orders",20055
2013-05-05,"lg.orders",19126
2013-05-06,"lg.orders",22889
2013-05-07,"lg.orders",24662
2013-05-08,"lg.orders",22845
2013-05-09,"lg.orders",24816
2013-05-10,"lg.orders",20029
2013-05-11,"lg.orders",20038
2013-05-12,"lg.orders",22478
2013-05-13,"lg.orders",19154
2013-05-14,"lg.orders",20276
2013-05-15,"lg.orders",20073
2013-05-16,"lg.orders",21366
2013-05-17,"lg.orders",19676
2013-05-18,"lg.orders",20451
2013-05-19,"lg.orders",23721
2013-05-20,"lg.orders",22593
2013-05-21,"lg.orders",21090
2013-05-22,"lg.orders",20522
2013-05-23,"lg.orders",19598
2013-05-24,"lg.orders",24103
2013-05-25,"lg.orders",20801
2013-05-26,"lg.orders",18648
2013-05-27,"lg.orders",24214
2013-05-28,"lg.orders",23530
2013-05-29,"lg.orders",20240
2013-05-30,"lg.orders",18917
2013-05-31,"lg.orders",20648
2013-06-01,"lg.orders",21560
2013-06-02,"lg.orders",18762
2013-06-03,"lg.orders",21757
2013-06-04,"lg.orders",21979
2013-06-05,"lg.orders",24689
2013-06-06,"lg.orders",21053
2013-06-07,"lg.orders",22098
2013-06-08,"lg.orders",18516
2013-06-09,"lg.orders",23414
2013-06-10,"lg.orders",29649
2013-06-11,"lg.orders",39575
2013-06-12,"lg.orders",27435
2013-06-13,"lg.orders",27945
2013-06-14,"lg.orders",30256
2013-06-15,"lg.orders",24027
2013-06-16,"lg.orders",23402
2013-06-17,"lg.orders",22678
2013-06-18,"lg.orders",24309
2013-06-19,"lg.orders",22086
2013-06-20,"lg.orders",22019
2013-06-21,"lg.orders",21235
2013-06-22,"lg.orders",19671
2013-06-23,"lg.orders",22463
2013-06-24,"lg.orders",21434
2013-06-25,"lg.orders",23238
2013-06-26,"lg.orders",20391
2013-06-27,"lg.orders",19195
2013-06-28,"lg.orders",20340
2013-06-29,"lg.orders",21129
2013-06-30,"lg.orders",21762
2013-07-01,"lg.orders",22337
2013-07-02,"lg.orders",23844
2013-07-03,"lg.orders",24803
2013-07-04,"lg.orders",20469
2013-07-05,"lg.orders",23999
2013-07-06,"lg.orders",23057
2013-07-07,"lg.orders",20601
2013-07-08,"lg.orders",24849
2013-07-09,"lg.orders",21868
2013-07-10,"lg.orders",20102
2013-07-11,"lg.orders",102673
2013-07-12,"lg.orders",19740
2013-07-13,"lg.orders",18150
2013-07-14,"lg.orders",18364
2013-07-15,"lg.orders",22216
2013-07-16,"lg.orders",26372
2013-07-17,"lg.orders",24027
2013-07-18,"lg.orders",21294
2013-07-19,"lg.orders",21934
2013-07-20,"lg.orders",19339
2013-07-21,"lg.orders",22975
2013-07-22,"lg.orders",23715
2013-07-23,"lg.orders",21897
2013-07-24,"lg.orders",34154
2013-07-25,"lg.orders",39315
2013-07-26,"lg.orders",48061
2013-07-27,"lg.orders",34145
2013-07-28,"lg.orders",23796
2013-07-29,"lg.orders",23365
2013-07-30,"lg.orders",24742
2013-07-31,"lg.orders",25940
2013-08-01,"lg.orders",32518
2013-08-02,"lg.orders",27883
2013-08-03,"lg.orders",27176
2013-08-04,"lg.orders",25768
2013-08-05,"lg.orders",23100
2013-08-06,"lg.orders",23313
2013-08-07,"lg.orders",21491
2013-08-08,"lg.orders",19997
2013-08-09,"lg.orders",22458
2013-08-10,"lg.orders",21059
2013-08-11,"lg.orders",26727
2013-08-12,"lg.orders",25126
2013-08-13,"lg.orders",23762
2013-08-14,"lg.orders",23256
2013-08-15,"lg.orders",25830
2013-08-16,"lg.orders",28315
2013-08-17,"lg.orders",22715
2013-08-18,"lg.orders",22990
2013-08-19,"lg.orders",24952
2013-08-20,"lg.orders",26278
2013-08-21,"lg.orders",29438
2013-08-22,"lg.orders",26092
2013-08-23,"lg.orders",22846
2013-08-24,"lg.orders",19490
2013-08-25,"lg.orders",23336
2013-08-26,"lg.orders",31035
2013-08-27,"lg.orders",27813
2013-08-28,"lg.orders",25784
2013-08-29,"lg.orders",21720
2013-08-30,"lg.orders",23765
2013-08-31,"lg.orders",24320
2013-09-01,"lg.orders",22302
2013-09-02,"lg.orders",31206
2013-09-03,"lg.orders",22713
2013-09-04,"lg.orders",28550
2013-09-05,"lg.orders",25693
2013-09-06,"lg.orders",27366
2013-09-07,"lg.orders",23005
2013-09-08,"lg.orders",25331
2013-09-09,"lg.orders",25115
2013-09-10,"lg.orders",25155
2013-09-11,"lg.orders",24711
2013-09-12,"lg.orders",23309
2013-09-13,"lg.orders",26040
2013-09-14,"lg.orders",23362
2013-09-15,"lg.orders",23736
2013-09-16,"lg.orders",30474
2013-09-17,"lg.orders",28845
2013-09-18,"lg.orders",23553
2013-09-19,"lg.orders",22279
2013-09-20,"lg.orders",26928
2013-09-21,"lg.orders",19935
2013-09-22,"lg.orders",19829
2013-09-23,"lg.orders",24722
2013-09-24,"lg.orders",24459
2013-09-25,"lg.orders",20603
2013-09-26,"lg.orders",19425
2013-09-27,"lg.orders",23428
2013-09-28,"lg.orders",22008
2013-09-29,"lg.orders",18498
2013-09-30,"lg.orders",21087
2013-10-01,"lg.orders",21199
2013-10-02,"lg.orders",21650
2013-10-03,"lg.orders",22119
2013-10-04,"lg.orders",19810
2013-10-05,"lg.orders",17513
2013-10-06,"lg.orders",18789
2013-10-07,"lg.orders",22076
2013-10-08,"lg.orders",20262
2013-10-09,"lg.orders",19483
2013-10-10,"lg.orders",22951
2013-10-11,"lg.orders",21180
2013-10-12,"lg.orders",18320
2013-10-13,"lg.orders",28788
2013-10-14,"lg.orders",33183
2013-10-15,"lg.orders",26501
2013-10-16,"lg.orders",27373
2013-10-17,"lg.orders",23714
2013-10-18,"lg.orders",20551
2013-10-19,"lg.orders",17974
2013-10-20,"lg.orders",20070
2013-10-21,"lg.orders",21952
2013-10-22,"lg.orders",27047
2013-10-23,"lg.orders",20825
2013-10-24,"lg.orders",20765
2013-10-25,"lg.orders",21039
2013-10-26,"lg.orders",19872
2013-10-27,"lg.orders",23497
2013-10-28,"lg.orders",24117
2013-10-29,"lg.orders",18802
2013-10-30,"lg.orders",18409
2013-10-31,"lg.orders",16922
2013-11-01,"lg.orders",26705
2013-11-02,"lg.orders",20924
2013-11-03,"lg.orders",21784
2013-11-04,"lg.orders",31498
2013-11-05,"lg.orders",24380
2013-11-06,"lg.orders",25307
2013-11-07,"lg.orders",29180
2013-11-08,"lg.orders",26163
2013-11-09,"lg.orders",25179
2013-11-10,"lg.orders",28961
2013-11-11,"lg.orders",29693
2013-11-12,"lg.orders",30416
2013-11-13,"lg.orders",27294
2013-11-14,"lg.orders",27605
2013-11-15,"lg.orders",27533
2013-11-16,"lg.orders",30361
2013-11-17,"lg.orders",36838
2013-11-18,"lg.orders",31114
2013-11-19,"lg.orders",30218
2013-11-20,"lg.orders",31450
2013-11-21,"lg.orders",33764
2013-11-22,"lg.orders",41958
2013-11-23,"lg.orders",37353
2013-11-24,"lg.orders",71749
2013-11-25,"lg.orders",122631
2013-11-26,"lg.orders",141674
2013-11-27,"lg.orders",120936
2013-11-28,"lg.orders",563037
2013-11-29,"lg.orders",405916
2013-11-30,"lg.orders",203651
2013-12-01,"lg.orders",114626
2013-12-02,"lg.orders",430431
2013-12-03,"lg.orders",96421
2013-12-04,"lg.orders",78735
2013-12-05,"lg.orders",73088
2013-12-06,"lg.orders",73058
2013-12-07,"lg.orders",82261
2013-12-08,"lg.orders",82493
2013-12-09,"lg.orders",97488
2013-12-10,"lg.orders",108209
2013-12-11,"lg.orders",87461
2013-12-12,"lg.orders",87789
2013-12-13,"lg.orders",92790
2013-12-14,"lg.orders",97849
2013-12-15,"lg.orders",109931
2013-12-16,"lg.orders",148285
2013-12-17,"lg.orders",106717
2013-12-18,"lg.orders",97276
2013-12-19,"lg.orders",94448
2013-12-20,"lg.orders",86284
2013-12-21,"lg.orders",76915
2013-12-22,"lg.orders",78462
2013-12-23,"lg.orders",83745
2013-12-24,"lg.orders",63909
2013-12-25,"lg.orders",63968
2013-12-26,"lg.orders",75715
2013-12-27,"lg.orders",63719
2013-12-28,"lg.orders",56556
2013-12-29,"lg.orders",40172
2013-12-30,"lg.orders",44466
2013-12-31,"lg.orders",40252
2014-01-01,"lg.orders",43156
2014-01-02,"lg.orders",49121
2014-01-03,"lg.orders",46715
2014-01-04,"lg.orders",46748
2014-01-05,"lg.orders",38865
2014-01-06,"lg.orders",34383
2014-01-07,"lg.orders",34732
2014-01-08,"lg.orders",29363
2014-01-09,"lg.orders",33047
2014-01-10,"lg.orders",38372
2014-01-11,"lg.orders",34271
2014-01-12,"lg.orders",32387
2014-01-13,"lg.orders",32035
2014-01-14,"lg.orders",29996
2014-01-15,"lg.orders",32578
2014-01-16,"lg.orders",28395
2014-01-17,"lg.orders",29778
2014-01-18,"lg.orders",31854
2014-01-19,"lg.orders",31720
2014-01-20,"lg.orders",31570
2014-01-21,"lg.orders",29027
2014-01-22,"lg.orders",38938
2014-01-23,"lg.orders",34847
2014-01-24,"lg.orders",40889
2014-01-25,"lg.orders",40519
2014-01-26,"lg.orders",36282
2014-01-27,"lg.orders",34590
2014-01-28,"lg.orders",35233
2014-01-29,"lg.orders",31243
2014-01-30,"lg.orders",29669
2014-01-31,"lg.orders",39772
2014-02-01,"lg.orders",40839
2014-02-02,"lg.orders",34051
2014-02-03,"lg.orders",28504
2014-02-04,"lg.orders",29053
2014-02-05,"lg.orders",26570
2014-02-06,"lg.orders",29459
2014-02-07,"lg.orders",31206
2014-02-08,"lg.orders",32382
2014-02-09,"lg.orders",33094
2014-02-10,"lg.orders",35254
2014-02-11,"lg.orders",31650
2014-02-12,"lg.orders",33650
2014-02-13,"lg.orders",35122
2014-02-14,"lg.orders",33969
2014-02-15,"lg.orders",36043
2014-02-16,"lg.orders",38450
2014-02-17,"lg.orders",40361
2014-02-18,"lg.orders",30418
2014-02-19,"lg.orders",32329
2014-02-20,"lg.orders",29267
2014-02-21,"lg.orders",35426
2014-02-22,"lg.orders",31783
2014-02-23,"lg.orders",28280
2014-02-24,"lg.orders",28906
2014-02-25,"lg.orders",32206
2014-02-26,"lg.orders",29327
2014-02-27,"lg.orders",27413
2014-02-28,"lg.orders",27891
2014-03-01,"lg.orders",29186
2014-03-02,"lg.orders",32026
2014-03-03,"lg.orders",31008
2014-03-04,"lg.orders",28705
2014-03-05,"lg.orders",30695
2014-03-06,"lg.orders",37728
2014-03-07,"lg.orders",30669
2014-03-08,"lg.orders",27201
2014-03-09,"lg.orders",29092
2014-03-10,"lg.orders",29819
2014-03-11,"lg.orders",27559
2014-03-12,"lg.orders",27366
2014-03-13,"lg.orders",26789
2014-03-14,"lg.orders",31167
2014-03-15,"lg.orders",27016
2014-03-16,"lg.orders",25704
2014-03-17,"lg.orders",26330
2014-03-18,"lg.orders",28452
2014-03-19,"lg.orders",28201
2014-03-20,"lg.orders",27613
2014-03-21,"lg.orders",27756
2014-03-22,"lg.orders",25483
2014-03-23,"lg.orders",28611
2014-03-24,"lg.orders",28520
2014-03-25,"lg.orders",27853
2014-03-26,"lg.orders",29620
2014-03-27,"lg.orders",25443
2014-03-28,"lg.orders",30699
2014-03-29,"lg.orders",31390
2014-03-30,"lg.orders",29620
2014-03-31,"lg.orders",29111
2014-04-01,"lg.orders",25513
2014-04-02,"lg.orders",25333
2014-04-03,"lg.orders",25457
2014-04-04,"lg.orders",26990
2014-04-05,"lg.orders",22799
2014-04-06,"lg.orders",23322
2014-04-07,"lg.orders",26542
2014-04-08,"lg.orders",30038
2014-04-09,"lg.orders",22239
2014-04-10,"lg.orders",27681
2014-04-11,"lg.orders",22617
2014-04-12,"lg.orders",20213
2014-04-13,"lg.orders",21699
2014-04-14,"lg.orders",26902
2014-04-15,"lg.orders",24682
2014-04-16,"lg.orders",24665
2014-04-17,"lg.orders",22859
2014-04-18,"lg.orders",24728
2014-04-19,"lg.orders",22945
2014-04-20,"lg.orders",24604
2014-04-21,"lg.orders",25153
2014-04-22,"lg.orders",23780
2014-04-23,"lg.orders",25209
2014-04-24,"lg.orders",20020
2014-04-25,"lg.orders",29048
2014-04-26,"lg.orders",20267
2014-04-27,"lg.orders",21262
2014-04-28,"lg.orders",23919
2014-04-29,"lg.orders",25107
2014-04-30,"lg.orders",24908
2014-05-01,"lg.orders",25388
2014-05-02,"lg.orders",21522
2014-05-03,"lg.orders",23821
2014-05-04,"lg.orders",26270
2014-05-05,"lg.orders",29293
2014-05-06,"lg.orders",27828
2014-05-07,"lg.orders",26323
2014-05-08,"lg.orders",25088
2014-05-09,"lg.orders",25184
2014-05-10,"lg.orders",22548
2014-05-11,"lg.orders",24040
2014-05-12,"lg.orders",27354
2014-05-13,"lg.orders",23853
2014-05-14,"lg.orders",22307
2014-05-15,"lg.orders",24222
2014-05-16,"lg.orders",24563
2014-05-17,"lg.orders",21219
2014-05-18,"lg.orders",20666
2014-05-19,"lg.orders",26823
2014-05-20,"lg.orders",23922
2014-05-21,"lg.orders",23575
2014-05-22,"lg.orders",24381
2014-05-23,"lg.orders",24748
2014-05-24,"lg.orders",21472
2014-05-25,"lg.orders",23215
2014-05-26,"lg.orders",32771
2014-05-27,"lg.orders",26163
2014-05-28,"lg.orders",26156
2014-05-29,"lg.orders",25646
2014-05-30,"lg.orders",25771
2014-05-31,"lg.orders",22391
2014-06-01,"lg.orders",22651
2014-06-02,"lg.orders",27861
2014-06-03,"lg.orders",26436
2014-06-04,"lg.orders",27906
2014-06-05,"lg.orders",29080
2014-06-06,"lg.orders",30118
2014-06-07,"lg.orders",24960
2014-06-08,"lg.orders",26857
2014-06-09,"lg.orders",30579
2014-06-10,"lg.orders",29810
2014-06-11,"lg.orders",33880
2014-06-12,"lg.orders",28555
2014-06-13,"lg.orders",30034
2014-06-14,"lg.orders",25644
2014-06-15,"lg.orders",24100
2014-06-16,"lg.orders",27242
2014-06-17,"lg.orders",28891
2014-06-18,"lg.orders",26001
2014-06-19,"lg.orders",26427
2014-06-20,"lg.orders",25520
2014-06-21,"lg.orders",23642
2014-06-22,"lg.orders",19871
2014-06-23,"lg.orders",24432
2014-06-24,"lg.orders",31307
2014-06-25,"lg.orders",22406
2014-06-26,"lg.orders",21544
2014-06-27,"lg.orders",22357
2014-06-28,"lg.orders",19312
2014-06-29,"lg.orders",19664
2014-06-30,"lg.orders",22363
2014-07-01,"lg.orders",24549
2014-07-02,"lg.orders",27840
2014-07-03,"lg.orders",25246
2014-07-04,"lg.orders",21123
2014-07-05,"lg.orders",24256
2014-07-06,"lg.orders",22544
2014-07-07,"lg.orders",24724
2014-07-08,"lg.orders",26913
2014-07-09,"lg.orders",22411
2014-07-10,"lg.orders",20401
2014-07-11,"lg.orders",23423
2014-07-12,"lg.orders",20886
2014-07-13,"lg.orders",24072
2014-07-14,"lg.orders",24951
2014-07-15,"lg.orders",23867
2014-07-16,"lg.orders",24259
2014-07-17,"lg.orders",23867
2014-07-18,"lg.orders",20273
2014-07-19,"lg.orders",20096
2014-07-20,"lg.orders",39423
2014-07-21,"lg.orders",27698
2014-07-22,"lg.orders",26720
2014-07-23,"lg.orders",31516
2014-07-24,"lg.orders",30076
2014-07-25,"lg.orders",37916
2014-07-26,"lg.orders",29667
2014-07-27,"lg.orders",20565
2014-07-28,"lg.orders",31682
2014-07-29,"lg.orders",24468
2014-07-30,"lg.orders",24824
2014-07-31,"lg.orders",22104
2014-08-01,"lg.orders",36673
2014-08-02,"lg.orders",33563
2014-08-03,"lg.orders",27908
2014-08-04,"lg.orders",26085
2014-08-05,"lg.orders",30240
2014-08-06,"lg.orders",26156
2014-08-07,"lg.orders",24543
2014-08-08,"lg.orders",22826
2014-08-09,"lg.orders",21262
2014-08-10,"lg.orders",24882
2014-08-11,"lg.orders",27382
2014-08-12,"lg.orders",27257
2014-08-13,"lg.orders",28427
2014-08-14,"lg.orders",25895
2014-08-15,"lg.orders",26412
2014-08-16,"lg.orders",28511
2014-08-17,"lg.orders",29519
2014-08-18,"lg.orders",29070
2014-08-19,"lg.orders",33606
2014-08-20,"lg.orders",30480
2014-08-21,"lg.orders",25936
2014-08-22,"lg.orders",27876
2014-08-23,"lg.orders",25331
2014-08-24,"lg.orders",29422
2014-08-25,"lg.orders",28990
2014-08-26,"lg.orders",32123
2014-08-27,"lg.orders",24815
2014-08-28,"lg.orders",25698
2014-08-29,"lg.orders",30124
2014-08-30,"lg.orders",29305
